Disease,Drug,Symptoms,Review,Sentiment,Rating,UsefulCount
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was panicked reading all these reviews but it worked great for me and got rid of my Uti after 3 other useless antibiotics. Bit of usual antibiotic side effects eg stomach pain but nothing really bad and nothing that lasted.""",Positive,10,73
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was wondering why I was so fatigued and now the mystery is solved thanks to this page.  It has alleviated the UTI symptoms but from reading through the board, it looks like there are better options.""",Positive,6,18
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;ve taken this to treat and to prevent urinary tract infections and it has helped me with both. The only reason I gave it an 8 is because if I don&#039;t take it for a while and then I take it, I get hives. The next day when I take it I&#039;m fine. Just happens the first time. When this happens I have to take a allergy medicine to help it go away.""",Positive,8,19
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Right after taking Macrobid for my urinary tract infection I started feeling sick and really tired. When I went to lay down I had vomiting. Macrobid works but the side effects are terrible.""",Negative,3,41
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I took Bactrim once for a Urinary Tract infection. I can&#039;t remember exactly how many days I was instructed to take the pill, but I know it was over a week. Everything was fine up until the 9th day, then my entire body broke out in hives.""",Negative,5,35
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Amazing! My doctor prescribed this for whenever I felt an infection coming on. It was great and efficient. By morning, there was no more pain!""",Positive,10,27
urinary tract infection,Bactrim DS,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I have frequent urinary tract infections and I&#039;ve taken this many times but hadn&#039;t in five or so years because my urinary tract infection became resistant to it. Now since I&#039;m taking it again its given me the jitters and acid reflux but those are still better that cystitis. """,Positive,8,26
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I took this medicine to treat a UTI.  Although it did cure the UTI, this drug made me so nauseous that I threw up for a week straight.  It also made me extremely fatigued.  If you have to take this drug, make sure to take it with plenty of food (and avoid food about two hours after taking it).  Hope this helps!""",Positive,4,8
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I usually get 2-3 urinary tract infections per year.  This is my first time using Cipro. I started on it 3 days ago and have had no side effects.  The UTI is about 99% gone and I had major relief in the first 24 hours.  No problems with discomfort when urinating, just a slight tinge after I go but barely noticeable and my urine is clear without any odor.  I was hesitant to use it due to the side effects but am pleased that I have not experienced them.""",Positive,8,81
urinary tract infection,Macrobid,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;ve taken macrobid for 15 years for recurrent UTIs.  I get UTIs about 4-6 times a year (ugh) so I&#039;ve taken it a ton of times. Macrobid gets rid of my infections every single time without fail.  The only side effect I have ever noticed, which is pretty annoying, is nausea for about 2 hours after taking each pill.  Once in a blue moon I puke, but not usually.  Eating and drinking with the pill lessens the nausea but doesn&#039;t totally prevent it.

So, it does its job really well and eliminates my infections, but I do cringe when I have to take it because it sucks to endure the nausea.""",Negative,8,28
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Every time i get a UTI they put me on Bactrim and it doesn&#039;t help at all. Then they will put me on Cipro and it gets the job done. So now I tell the doctor I want Cipro for a UTI.""",Positive,10,68
urinary tract infection,Cipro,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I WAS SCARED TO TAKE CIPRO. I REALLY FREAK OUT WHEN I HAVE TO TAKE MEDICATION. But I did with the support of friends and it works great for urinary tract infections with the first dose. I do have heartburn and gas but I&#039;m still taking it and I will add a Zantac and Gas X tomorrow. """,Positive,9,43
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""After the first day I felt kind of better, the second--a little rash, and at the third --  changes of the mouth mucosa/lining. """,Positive,8,8
urinary tract infection,Amoxicillin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I&#039;m on Day 5 out of 7 and am calling it quits and try a different one tomorrow. The side effects hit me all at once on day 3. I got extreme exhaustion and muscle weakness. I couldn&#039;t even lift my arms without feeling exhausted. I got really irritable and extreme mood swings (yelling, crying). I got heart palipitations and extreme anxiety/paranoia. Strange rubber feeling in mouth, weird thoughts. On day 4 I started hallucinating a bit (nothing extreme but it was terrifying). Every muscle in my body aches. Oh and I checked to see if my infection improved with an at home test and it&#039;s still there! I quit, this is honestly the worst drug I have ever had in my life and didn&#039;t do anything. I can&#039;t wait for this to wear off.""",Negative,1,19
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I absolutely love this medication. Works really fast, I didn&#039;t leave me with any side effects, and makes me feel better within a few hours! I will never take another medication for a urinary tract infection again besides this one!""",Positive,10,63
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""Back on this stuff again.  Have had repeated UTI&#039;s for nearly 6 months now.  All the 5 different types I&#039;ve had have cleared the infection. But the longest off any without recurrence is 14 days. Normally between 2 to 5 days and it&#039;s back.
Anyway had this stuff before, it&#039;s easing it but slowly.  But OMG I feel bad. Aches, chills (can live with them as it&#039;s over 30 centigrade at mo), nausea and I&#039;ve only just taken the 5th tablet, 2nd morning of a weeks course.
One day I&#039;ll be cured permanently, ultrasound revealed nothing but hopefully, one day and not too far away....At least this one hasn&#039;t bought back my childhood asthma like one other type. Thankfully living in the UK cost is minimal.""",Negative,3,3
urinary tract infection,Nitrofurantoin,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I was prescribed macrobid for a 3 day course, 2 doses a day. The first day I seemed to be getting better, but then I woke up at 4:15am the morning of the second day with chest pains. Throughout the day I suffered from headaches, chest pains, muscle and joint aches, nausea, dizziness, fever and chills. Now on the third day, and though I&#039;m not feeling as ill anymore, I&#039;m still dealing with chest, back and stomach pains. Can&#039;t even tell if treating the UTI because I&#039;ve been in so much pain. Worst experience I&#039;ve ever had with antibiotics - would definitely never use macrobid again!""",Negative,2,26
urinary tract infection,Sulfamethoxazole / trimethoprim,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine', 0, 0, 0]","""I got my UTI early. When I first took the medicine I got a light headache but I didn&#039;t think nothing of it. After taking the second pill, my whole body started aching, hot flashes, fever, everything. It was so bad that I wasn&#039;t about to take care of my child. My husband tried to help but there was nothing he could do. I stayed up until 4 am because of the tossing and turning to get comfortable. This medicine needs to go.""",Positive,2,5
